scientific_name,license,author,image_url,wikimedia_page
Betula populifolia,CC-BY-2.0,Nicholas A. Tonelli,https://upload.wikimedia.org/wikipedia/commons/f/f3/Louise_W._Moore_County_Park_%28Revisited%29_%285%29_%288666437563%29.jpg,https://commons.wikimedia.org/wiki/File%3ALouise%20W.%20Moore%20County%20Park%20%28Revisited%29%20%285%29%20%288666437563%29.jpg
Betula spp.,CC-BY-3.0-US,"Whitney Cranshaw, Colorado State University",https://upload.wikimedia.org/wikipedia/commons/d/d5/Agrilus_anxius_5209033.jpg,https://commons.wikimedia.org/wiki/File%3AAgrilus%20anxius%205209033.jpg
Betula utilis,CC-BY-2.5,Lin%C3%A91,https://upload.wikimedia.org/wikipedia/commons/7/73/Betula_utilis02_by_Line1.jpg,https://commons.wikimedia.org/wiki/File%3ABetula%20utilis02%20by%20Line1.jpg
Bidens ferulifolia,PD,USEPA Environmental-Protection-Agency,https://upload.wikimedia.org/wikipedia/commons/0/0a/WS-outdoor-west-gallery-16_%2833593541535%29.jpg,https://commons.wikimedia.org/wiki/File%3AWS-outdoor-west-gallery-16%20%2833593541535%29.jpg
Bidens pilosa,CC0,Wiki_Farazi,https://upload.wikimedia.org/wikipedia/commons/9/98/Bidens_pilosa_at_Elmina_West_in_Seksyen_U15%2C_Shah_Alam_20231126_101332.jpg,https://commons.wikimedia.org/wiki/File%3ABidens%20pilosa%20at%20Elmina%20West%20in%20Seksyen%20U15%2C%20Shah%20Alam%2020231126%20101332.jpg
Billbergia nutans,CC-BY-3.0,Shu_Suehiroaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/9/9e/Billbergia_nutans1SHSU.jpg,https://commons.wikimedia.org/wiki/File%3ABillbergia%20nutans1SHSU.jpg
Billbergia pyramidalis,PD,Jwgloverii,https://upload.wikimedia.org/wikipedia/commons/3/3e/JWGII_Billbergia_pyramidalis.JPG,https://commons.wikimedia.org/wiki/File%3AJWGII%20Billbergia%20pyramidalis.JPG
Bixa orellana,CC-BY-4.0,Cely_Garcia_Fernandes_Pereiraaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/b/b6/Aldeia_Indigena_Icapara-Iguape-%28Urucum%29-SP_CELY_GARCIA_%28012%29.jpg,https://commons.wikimedia.org/wiki/File%3AAldeia%20Indigena%20Icapara-Iguape-%28Urucum%29-SP%20CELY%20GARCIA%20%28012%29.jpg
Blackberry,PD,Algirdas,https://upload.wikimedia.org/wikipedia/commons/3/30/Gervuoge001.jpg,https://commons.wikimedia.org/wiki/File%3AGervuoge001.jpg
Blechnum 'Sword fern',,,,
Blechnum gibbum,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/4/41/Blechnum_gibbum_%28Washington_DC%29.jpg,https://commons.wikimedia.org/wiki/File%3ABlechnum%20gibbum%20%28Washington%20DC%29.jpg
Blechnum nudum,CC0,Poyt448,https://upload.wikimedia.org/wikipedia/commons/6/62/Blechnum_nudum_Leura.jpg,https://commons.wikimedia.org/wiki/File%3ABlechnum%20nudum%20Leura.jpg
Blechnum spicant,CC-BY-4.0,Robert_Flogaus-Faust,https://upload.wikimedia.org/wikipedia/commons/b/b8/Blechnum_spicant_RF.jpg,https://commons.wikimedia.org/wiki/File%3ABlechnum%20spicant%20RF.jpg
Bletilla striata,CC-BY-2.0,sunoochi,https://upload.wikimedia.org/wikipedia/commons/2/2e/Bletilla_striata_fma._coerulea_%27Murasaki_Shikibu_-_%E7%B4%AB%E5%BC%8F%E9%83%A8%27_%28Thunb.%29_Rchb.f.%2C_Bot._Zeitung_%28Berlin%29_36_75_%281878%29_%2850067463143%29.jpg,https://commons.wikimedia.org/wiki/File%3ABletilla%20striata%20fma.%20coerulea%20%27Murasaki%20Shikibu%20-%20%E7%B4%AB%E5%BC%8F%E9%83%A8%27%20%28Thunb.%29%20Rchb.f.%2C%20Bot.%20Zeitung%20%28Berlin%29%2036%2075%20%281878%29%20%2850067463143%29.jpg
Boesenbergia rotunda,PD,Kembangraps,https://upload.wikimedia.org/wikipedia/commons/9/9c/Temu_kunci.png,https://commons.wikimedia.org/wiki/File%3ATemu%20kunci.png
Boltonia asteroides,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/2/2c/Boltonia_latisquama.jpg,https://commons.wikimedia.org/wiki/File%3ABoltonia%20latisquama.jpg
Bombax ceiba,CC0,John_Robert_McPherson,https://upload.wikimedia.org/wikipedia/commons/7/7d/Bombax_ceiba_inflorescence_74_Sunbury_St_Geebung_P1140169.jpg,https://commons.wikimedia.org/wiki/File%3ABombax%20ceiba%20inflorescence%2074%20Sunbury%20St%20Geebung%20P1140169.jpg
Borago officinalis,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/2/2b/Illustration_Borago_officinalis0.jpg,https://commons.wikimedia.org/wiki/File%3AIllustration%20Borago%20officinalis0.jpg
Bougainvillea spp.,,,,
Bouvardia hybrida,PD,Deutsche Gartenbau-Gesellschaft.; Kaiserliche Russischer Gartenbau-Verein in St. Petersburg.; Russischer Gartenbau-Verein in St. Petersburg.; Verein zur Beförderung des Gartenbaues in den Königlich Preussischen Staaten.,https://upload.wikimedia.org/wikipedia/commons/a/aa/Gartenflora_%2815871428890%29.jpg,https://commons.wikimedia.org/wiki/File%3AGartenflora%20%2815871428890%29.jpg
Bowiea volubilis,CC-BY-3.0,Kweniston,https://upload.wikimedia.org/wikipedia/commons/c/cc/Three_generations_Bowiea_bulbs.jpg,https://commons.wikimedia.org/wiki/File%3AThree%20generations%20Bowiea%20bulbs.jpg
Brachychiton discolor,PD,Poyt448,https://upload.wikimedia.org/wikipedia/commons/7/78/Brachychiton_discolor_RBG_Sydney.JPG,https://commons.wikimedia.org/wiki/File%3ABrachychiton%20discolor%20RBG%20Sydney.JPG
Brachyscome 'Brasco Violet',,,,
Brahea armata,CC-BY-4.0,Alan Rockefeller,https://upload.wikimedia.org/wikipedia/commons/2/2d/Brahea_armata_6193267.jpg,https://commons.wikimedia.org/wiki/File%3ABrahea%20armata%206193267.jpg
Brahea edulis,CC-BY-2.0,Steve L. Martin,https://upload.wikimedia.org/wikipedia/commons/9/96/Brahea_edulis_trunk_%28SLiM%29.jpg,https://commons.wikimedia.org/wiki/File%3ABrahea%20edulis%20trunk%20%28SLiM%29.jpg
Breynia disticha,CC-BY-3.0,Forest  Kim Starr,https://upload.wikimedia.org/wikipedia/commons/b/b1/Starr_030612-0049_Breynia_disticha.jpg,https://commons.wikimedia.org/wiki/File%3AStarr%20030612-0049%20Breynia%20disticha.jpg
Breynia fruticosa,,,,
Breynia nivosa,,,,
Bromeliad,PD,Unknown,https://upload.wikimedia.org/wikipedia/commons/1/15/Tillandsia_usneoides04.jpg,https://commons.wikimedia.org/wiki/File%3ATillandsia%20usneoides04.jpg
Broussonetia papyrifera,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/4/46/Broussonetia_papyrifera_-_Botanical_Garden_in_Kaisaniemi%2C_Helsinki_-_DSC03598.JPG,https://commons.wikimedia.org/wiki/File%3ABroussonetia%20papyrifera%20-%20Botanical%20Garden%20in%20Kaisaniemi%2C%20Helsinki%20-%20DSC03598.JPG
Brugmansia arborea,CC0,Renhour48,https://upload.wikimedia.org/wikipedia/commons/5/5b/Brugmansia_arborea_11.jpg,https://commons.wikimedia.org/wiki/File%3ABrugmansia%20arborea%2011.jpg
Brugmansia suaveolens,PD,Rob_Hille,https://upload.wikimedia.org/wikipedia/commons/5/54/Brugmansia_suaveolens_13.jpg,https://commons.wikimedia.org/wiki/File%3ABrugmansia%20suaveolens%2013.jpg
Bruguiera gymnorrhiza,CC-BY-4.0,Doug Goldman,https://upload.wikimedia.org/wikipedia/commons/1/15/Bruguiera_gymnorrhiza_79108221.jpg,https://commons.wikimedia.org/wiki/File%3ABruguiera%20gymnorrhiza%2079108221.jpg
Brunfelsia acuminata,,,,
Brunfelsia brasiliensis,PD,William Jackson Hooker (1785-1865),https://upload.wikimedia.org/wikipedia/commons/d/da/Brunfelsia_brasiliensis_Curtis_4189.jpg,https://commons.wikimedia.org/wiki/File%3ABrunfelsia%20brasiliensis%20Curtis%204189.jpg
Brunnera macrophylla,CC0,Cbaile19,https://upload.wikimedia.org/wikipedia/commons/f/f7/Brunnera_macrophylla%2C_2022-04-23%2C_Bird_Park%2C_02.jpg,https://commons.wikimedia.org/wiki/File%3ABrunnera%20macrophylla%2C%202022-04-23%2C%20Bird%20Park%2C%2002.jpg
Bryophyllum manginii,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/3/34/Kalanchoe_manginii_-_Botanischer_Garten_M%C3%BCnchen-Nymphenburg_-_DSC08107.JPG,https://commons.wikimedia.org/wiki/File%3AKalanchoe%20manginii%20-%20Botanischer%20Garten%20M%C3%BCnchen-Nymphenburg%20-%20DSC08107.JPG
Bryophyllum pinnatum,PD,Francisco Manuel Blanco (O.S.A.),https://upload.wikimedia.org/wikipedia/commons/1/10/Kalanchoe_pinnata_Blanco1.147.png,https://commons.wikimedia.org/wiki/File%3AKalanchoe%20pinnata%20Blanco1.147.png
Bryophyte,CC-BY-2.5,BerndH,https://upload.wikimedia.org/wikipedia/commons/f/f2/Sphagnum_squarrosum_141006.jpg,https://commons.wikimedia.org/wiki/File%3ASphagnum%20squarrosum%20141006.jpg
Buddleja alternifolia,PD,Wouterhagens,https://upload.wikimedia.org/wikipedia/commons/b/b6/Buddleja_alternifolia_A.jpg,https://commons.wikimedia.org/wiki/File%3ABuddleja%20alternifolia%20A.jpg
Buddleja asiatica,CC-BY-3.0,Forest  Kim Starr,https://upload.wikimedia.org/wikipedia/commons/2/2b/Starr_070123-3699_Buddleja_asiatica.jpg,https://commons.wikimedia.org/wiki/File%3AStarr%20070123-3699%20Buddleja%20asiatica.jpg
Buddleja davidii,CC-BY-4.0,Henry Sonnet,https://upload.wikimedia.org/wikipedia/commons/4/4c/Schmetterlingsflieder_01.JPG,https://commons.wikimedia.org/wiki/File%3ASchmetterlingsflieder%2001.JPG
Buddleja fallowiana,,,,
Buddleja globosa,CC-BY-4.0,Flobbadob,https://upload.wikimedia.org/wikipedia/commons/e/e6/Buddleja_globosa_Bayswater_midshot.jpg,https://commons.wikimedia.org/wiki/File%3ABuddleja%20globosa%20Bayswater%20midshot.jpg
Buddleja lindleyana,CC0,Pteleaaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/e/ef/Lindleyana_flowers_1.jpg,https://commons.wikimedia.org/wiki/File%3ALindleyana%20flowers%201.jpg
Buddleja marrubifolia,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/0/0d/Buddleja_marrubiifolia_-_Zilker_Botanical_Garden_-_Austin%2C_Texas_-_DSC08735.jpg,https://commons.wikimedia.org/wiki/File%3ABuddleja%20marrubiifolia%20-%20Zilker%20Botanical%20Garden%20-%20Austin%2C%20Texas%20-%20DSC08735.jpg
Buddleja saligna,PD,Rotationalaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/4/4b/Buddleia_saligna00.jpg,https://commons.wikimedia.org/wiki/File%3ABuddleia%20saligna00.jpg
Bulbophyllum pingtungensis,,,,
Bulbophyllum radiatum,,,,
Butia capitata,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/7/74/Butia_capitata_-_Villa_Thuret_-_DSC04803.JPG,https://commons.wikimedia.org/wiki/File%3AButia%20capitata%20-%20Villa%20Thuret%20-%20DSC04803.JPG
Buxus harlandii,PD,Tangopaso,https://upload.wikimedia.org/wikipedia/commons/c/cc/Buxus_harlandii_%28bonsai%29.jpg,https://commons.wikimedia.org/wiki/File%3ABuxus%20harlandii%20%28bonsai%29.jpg
Buxus megistophylla,PD,Augustin Abel Hector Léveillé (1864 - 1918),https://upload.wikimedia.org/wikipedia/commons/e/e5/Buxus_megistophylla_-_Hector_L%C3%A9veill%C3%A9_1918.png,https://commons.wikimedia.org/wiki/File%3ABuxus%20megistophylla%20-%20Hector%20L%C3%A9veill%C3%A9%201918.png
Buxus microphylla 'insularis',,,,
Buxus microphylla 'japonica',,,,
Buxus microphylla 'koreana',,,,
Buxus microphylla,CC-BY-2.5,Ebyabe,https://upload.wikimedia.org/wikipedia/commons/3/38/Gainesville_FL_Kanapaha_Botanical_Gardens_buxus01.jpg,https://commons.wikimedia.org/wiki/File%3AGainesville%20FL%20Kanapaha%20Botanical%20Gardens%20buxus01.jpg
Buxus sempervirens,CC-BY-2.5,MPF,https://upload.wikimedia.org/wikipedia/commons/f/fd/Buxus_sempervirens.jpg,https://commons.wikimedia.org/wiki/File%3ABuxus%20sempervirens.jpg
Buxus sinica,PD,Pipi69e,https://upload.wikimedia.org/wikipedia/commons/1/11/Buxus_sinica.jpg,https://commons.wikimedia.org/wiki/File%3ABuxus%20sinica.jpg
Caesalpinia cacalaco,CC-BY-2.0,Dick Culbert,https://upload.wikimedia.org/wikipedia/commons/b/b6/Caesalpinia_cacalaco._the_Cascalote_%289340619062%29.jpg,https://commons.wikimedia.org/wiki/File%3ACaesalpinia%20cacalaco.%20the%20Cascalote%20%289340619062%29.jpg
Caesalpinia decapetala,CC-BY-3.0,Forest  Kim Starr,https://upload.wikimedia.org/wikipedia/commons/d/d0/Starr_011205-0119_Caesalpinia_decapetala.jpg,https://commons.wikimedia.org/wiki/File%3AStarr%20011205-0119%20Caesalpinia%20decapetala.jpg
Caesalpinia ferrea,CC0,Tiago Lubiana,https://upload.wikimedia.org/wikipedia/commons/8/8b/Libidibia_ferrea_260417130.jpeg,https://commons.wikimedia.org/wiki/File%3ALibidibia%20ferrea%20260417130.jpeg
Caesalpinia pulcherrima,CC-BY-4.0,"Verloove F (2021) New records in vascular plants alien to Tenerife (Spain, Canary Islands). Biodiversity Data Journal 9: e62878.",https://upload.wikimedia.org/wikipedia/commons/e/e8/Caesalpinia_pulcherrima_%2810.3897-BDJ.9.e62878%29_Figure_2.jpeg,https://commons.wikimedia.org/wiki/File%3ACaesalpinia%20pulcherrima%20%2810.3897-BDJ.9.e62878%29%20Figure%202.jpeg
Caladium bicolor,PD,"Bentham-Moxon Trust.; Curtis, William; Curtis's botanical magazine dedications, 1827-1927 : portraits and biographical notes.; Royal Botanic Gardens, Kew.; Stanley Smith Horticultural Trust.",https://upload.wikimedia.org/wikipedia/commons/8/89/Curtis%27s_botanical_magazine_%28Tab._5199%29_%289444689342%29.jpg,https://commons.wikimedia.org/wiki/File%3ACurtis%27s%20botanical%20magazine%20%28Tab.%205199%29%20%289444689342%29.jpg
Calamagrostis arundinacea,,,,
Calamagrostis epigejos,CC0,Industrees,https://upload.wikimedia.org/wikipedia/commons/a/ae/Inslagvegetatie_van_de_grondster-associatie_%28Digitario-Illecebretum%29.jpg,https://commons.wikimedia.org/wiki/File%3AInslagvegetatie%20van%20de%20grondster-associatie%20%28Digitario-Illecebretum%29.jpg
Calamagrostis × acutiflora 'Karl Foerster',,,,
Calathea 'Beauty Star',,,,
Calathea concinna,CC-BY-3.0,Forest  Kim Starr,https://upload.wikimedia.org/wikipedia/commons/7/7f/Starr_080117-2128_Calathea_leopardina.jpg,https://commons.wikimedia.org/wiki/File%3AStarr%20080117-2128%20Calathea%20leopardina.jpg
Calathea crocata,CC-BY-3.0,Hedwig_Storch,https://upload.wikimedia.org/wikipedia/commons/b/ba/Korbmarante_-_Calathea_crocata.JPG,https://commons.wikimedia.org/wiki/File%3AKorbmarante%20-%20Calathea%20crocata.JPG
Calathea insignis,,,,
Calathea loeseneri,CC-BY-3.0,Oeropiumaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/8/83/Calathea_loeseneri.JPG,https://commons.wikimedia.org/wiki/File%3ACalathea%20loeseneri.JPG
Calathea makoyana,PD,Chhe,https://upload.wikimedia.org/wikipedia/commons/a/ae/CalatheaMakoyana.jpg,https://commons.wikimedia.org/wiki/File%3ACalatheaMakoyana.jpg
Calathea orbifolia,CC-BY-3.0,KENPEI,https://upload.wikimedia.org/wikipedia/commons/c/ca/Calathea_rotundifolia1.jpg,https://commons.wikimedia.org/wiki/File%3ACalathea%20rotundifolia1.jpg
Calathea roseopicta,CC-BY-3.0-US,Forest and Kim Starr,https://upload.wikimedia.org/wikipedia/commons/d/d9/Starr-080117-1526-Calathea_roseopicta-leaves-Walmart_Kahului-Maui_%2824900091085%29.jpg,https://commons.wikimedia.org/wiki/File%3AStarr-080117-1526-Calathea%20roseopicta-leaves-Walmart%20Kahului-Maui%20%2824900091085%29.jpg
Calathea sanderiana,,,,
Calathea setosa,,,,
Calathea stromata,,,,
Calceolaria crenatiflora,PD,"Lemaire, Charles Antoine",https://upload.wikimedia.org/wikipedia/commons/3/38/L%27Illustration_horticole_%28Plate_528%29.jpg,https://commons.wikimedia.org/wiki/File%3AL%27Illustration%20horticole%20%28Plate%20528%29.jpg
Calceolaria darwinii,CC-BY-2.0,pabloendemico,https://upload.wikimedia.org/wikipedia/commons/0/0e/Calceolaria_uniflora_-_Flickr_003.jpg,https://commons.wikimedia.org/wiki/File%3ACalceolaria%20uniflora%20-%20Flickr%20003.jpg
Calceolaria dilatata,,,,
Calceolaria serrata,,,,
Calceolaria uniflora,CC-BY-2.0,pabloendemico,https://upload.wikimedia.org/wikipedia/commons/0/0e/Calceolaria_uniflora_-_Flickr_003.jpg,https://commons.wikimedia.org/wiki/File%3ACalceolaria%20uniflora%20-%20Flickr%20003.jpg
Calendula officinalis,PD,Köhler's Medizinal-Pflanzen,https://upload.wikimedia.org/wikipedia/commons/b/ba/Calendula_officinalis_-_K%C3%B6hler%E2%80%93s_Medizinal-Pflanzen-024.jpg,https://commons.wikimedia.org/wiki/File%3ACalendula%20officinalis%20-%20K%C3%B6hler%E2%80%93s%20Medizinal-Pflanzen-024.jpg
Calibrchoa 'Million Bells',,,,
Calliandra californica,PD,Stickpen,https://upload.wikimedia.org/wikipedia/commons/0/00/Calliandracalifornica.JPG,https://commons.wikimedia.org/wiki/File%3ACalliandracalifornica.JPG
Calliandra eriophylla,CC-BY-2.5,Melburnian,https://upload.wikimedia.org/wikipedia/commons/d/d8/Calliandra_eriophylla.jpg,https://commons.wikimedia.org/wiki/File%3ACalliandra%20eriophylla.jpg
Calliandra haematocephala,PD,"Bentham-Moxon Trust.; Curtis, William; Curtis's botanical magazine dedications, 1827-1927 : portraits and biographical notes.; Royal Botanic Gardens, Kew.; Stanley Smith Horticultural Trust.",https://upload.wikimedia.org/wikipedia/commons/0/0a/Curtis%27s_botanical_magazine_%28Tab._5181%29_%289441856125%29.jpg,https://commons.wikimedia.org/wiki/File%3ACurtis%27s%20botanical%20magazine%20%28Tab.%205181%29%20%289441856125%29.jpg
Calliandra surinamensis,CC-BY-3.0,Morray,https://upload.wikimedia.org/wikipedia/commons/5/5b/Calliandra_surinamensis_%287%29.jpg,https://commons.wikimedia.org/wiki/File%3ACalliandra%20surinamensis%20%287%29.jpg
Callicarpa americana,CC-BY-4.0,"John P Hamilton, Grant T Godden, Emily Lanier, Wajid Waheed Bhat, Taliesin J Kinser, Brieanne Vaillancourt, Haiyan Wang, Joshua C Wood, Jiming Jiang, Pamela S Soltis, Douglas E Soltis, Bjoern Hamberger, and C Robin Buell",https://upload.wikimedia.org/wikipedia/commons/1/1f/The_Lamiaceae_species_American_beautyberry_or_Callicarpa_americana_and_its_chromosomes.jpg,https://commons.wikimedia.org/wiki/File%3AThe%20Lamiaceae%20species%20American%20beautyberry%20or%20Callicarpa%20americana%20and%20its%20chromosomes.jpg
Callicarpa bodinieri 'Magical Amethea',,,,
Callicarpa bodinieri 'Magical Purple Giant',,,,
Callicarpa bodinieri 'Magical Snowstar',,,,
Callicarpa bodinieri 'Profusion',CC-BY-3.0,Jean-Pol_GRANDMONT,https://upload.wikimedia.org/wikipedia/commons/a/ad/Callicarpa_bodinieri_%27Profusion%27_JPG1b.jpg,https://commons.wikimedia.org/wiki/File%3ACallicarpa%20bodinieri%20%27Profusion%27%20JPG1b.jpg
Callicarpa bodinieri,PD,M.S.,https://upload.wikimedia.org/wikipedia/commons/a/af/Callicarpa_giraldiana_142-8682.jpg,https://commons.wikimedia.org/wiki/File%3ACallicarpa%20giraldiana%20142-8682.jpg
Callicarpa cathayana,,,,
Callicarpa dichotoma,CC-BY-3.0,,https://upload.wikimedia.org/wikipedia/commons/b/be/Callicarpa_Dichotoma_%E3%82%B3%E3%83%A0%E3%83%A9%E3%82%B5%E3%82%AD_%28162417361%29.jpeg,https://commons.wikimedia.org/wiki/File%3ACallicarpa%20Dichotoma%20%E3%82%B3%E3%83%A0%E3%83%A9%E3%82%B5%E3%82%AD%20%28162417361%29.jpeg
Callicarpa japonica,CC-BY-2.5,Koba-chan,https://upload.wikimedia.org/wikipedia/commons/b/b1/Callicarpa_japonica_berry_leaf.jpg,https://commons.wikimedia.org/wiki/File%3ACallicarpa%20japonica%20berry%20leaf.jpg
Callicarpa kwangtungensis,,,,
Callicarpa rubella,CC-BY-4.0,"Wilcox, Mike",https://upload.wikimedia.org/wikipedia/commons/4/41/Callicarpa_rubella_Lindl._%28AM_AK361278-3%29.jpg,https://commons.wikimedia.org/wiki/File%3ACallicarpa%20rubella%20Lindl.%20%28AM%20AK361278-3%29.jpg
Callisia repens,PD,Coatilex,https://upload.wikimedia.org/wikipedia/commons/7/79/Kriechendes_Sch%C3%B6npolster_%28Golliwoog%29.jpg,https://commons.wikimedia.org/wiki/File%3AKriechendes%20Sch%C3%B6npolster%20%28Golliwoog%29.jpg
Callistemon citrinus,CC0,Macdonaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/0/05/Melaleuca_citrina_syn._Callistemon_citrinus_public_domain_IMG_8802_crimson_bottlebrush.jpg,https://commons.wikimedia.org/wiki/File%3AMelaleuca%20citrina%20syn.%20Callistemon%20citrinus%20public%20domain%20IMG%208802%20crimson%20bottlebrush.jpg
Callistemon pallidus,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/a/a6/Callistemon_pallidus_-_Jard%C3%ADn_Bot%C3%A1nico_de_Barcelona_-_Barcelona%2C_Spain_-_DSC08917.JPG,https://commons.wikimedia.org/wiki/File%3ACallistemon%20pallidus%20-%20Jard%C3%ADn%20Bot%C3%A1nico%20de%20Barcelona%20-%20Barcelona%2C%20Spain%20-%20DSC08917.JPG
Callistemon pityoides,,,,
Callistemon rigidus,CC-BY-2.0,John Tann,https://upload.wikimedia.org/wikipedia/commons/2/29/Narrow-leaved_Bottlebrush_flower_%288349172340%29.jpg,https://commons.wikimedia.org/wiki/File%3ANarrow-leaved%20Bottlebrush%20flower%20%288349172340%29.jpg
Callistemon salignus,PD,"Sweet, Robert",https://upload.wikimedia.org/wikipedia/commons/f/f9/FloraAustralasica_0089b_Callistemon_lophanthum.tif,https://commons.wikimedia.org/wiki/File%3AFloraAustralasica%200089b%20Callistemon%20lophanthum.tif
Callistemon sieberi,CC-BY-3.0,Melburnian,https://upload.wikimedia.org/wikipedia/commons/5/54/Callistemon_sieberi.jpg,https://commons.wikimedia.org/wiki/File%3ACallistemon%20sieberi.jpg
Callistemon viminalis,CC-BY-3.0,Geoff Fox,https://upload.wikimedia.org/wikipedia/commons/8/86/Melaleuca_viminalis.jpg,https://commons.wikimedia.org/wiki/File%3AMelaleuca%20viminalis.jpg
Callistephus chinensis,CC-BY-4.0,Alivariaction=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/7/75/Callistephus_chinensis.jpg,https://commons.wikimedia.org/wiki/File%3ACallistephus%20chinensis.jpg
Calluna vulgaris,CC-BY-2.0,Foxypar4,https://upload.wikimedia.org/wikipedia/commons/9/97/Heather_%28Highlands%29.jpg,https://commons.wikimedia.org/wiki/File%3AHeather%20%28Highlands%29.jpg
Calocedrus decurrens,CC-BY-1.0,Geographer,https://upload.wikimedia.org/wikipedia/commons/b/b9/Incensecedar_sanjacintomts.JPG,https://commons.wikimedia.org/wiki/File%3AIncensecedar%20sanjacintomts.JPG
Calocedrus macrolepis,PD,Wilhelm Sulpiz Kurz (1834–1878),https://upload.wikimedia.org/wikipedia/commons/4/46/Sladenia_celastrifolia%2C_Dichotomanthes_tristaniicarpa%2C_Calocedrus_macrolepis_in_Kurz_1873.jpg,https://commons.wikimedia.org/wiki/File%3ASladenia%20celastrifolia%2C%20Dichotomanthes%20tristaniicarpa%2C%20Calocedrus%20macrolepis%20in%20Kurz%201873.jpg
Calycanthus floridus,PD,Douglas_W._Jones,https://upload.wikimedia.org/wikipedia/commons/e/e6/CarolinaSweetshrub.jpg,https://commons.wikimedia.org/wiki/File%3ACarolinaSweetshrub.jpg
Calycanthus occidentalis,CC-BY-2.0,Scott,https://upload.wikimedia.org/wikipedia/commons/1/18/Calycanthus_occidentalis1215788792.jpg,https://commons.wikimedia.org/wiki/File%3ACalycanthus%20occidentalis1215788792.jpg
Camassia cusickii,PD,"Either Roger Rosentreter or Ann DeBolt, though in some cases it may be the work of a BLM technician or other botanist",https://upload.wikimedia.org/wikipedia/commons/7/7b/Camassia_cusickii_plants_in_SW_Idaho.jpg,https://commons.wikimedia.org/wiki/File%3ACamassia%20cusickii%20plants%20in%20SW%20Idaho.jpg
Camassia esculenta,CC-BY-2.0,"Purdy, Carl (Firm)",https://upload.wikimedia.org/wikipedia/commons/2/21/Retail_price_list_of_California_bulbs_%2816376012587%29.jpg,https://commons.wikimedia.org/wiki/File%3ARetail%20price%20list%20of%20California%20bulbs%20%2816376012587%29.jpg
Camassia leichtlinii 'Blue Danube',CC-BY-2.0,Cliff,https://upload.wikimedia.org/wikipedia/commons/f/f5/Blue_Danube_%28Camassia_leichtlinii%29_%283509563600%29.jpg,https://commons.wikimedia.org/wiki/File%3ABlue%20Danube%20%28Camassia%20leichtlinii%29%20%283509563600%29.jpg
Camassia leichtlinii,CC-BY-3.0,Epibase,https://upload.wikimedia.org/wikipedia/commons/c/c3/Camassia_leichtliniiCaerulea1abb.UME.jpg,https://commons.wikimedia.org/wiki/File%3ACamassia%20leichtliniiCaerulea1abb.UME.jpg
Camellia 'Shibaxueshi',,,,
Camellia azalea,PD,Daderot,https://upload.wikimedia.org/wikipedia/commons/0/0b/Camellia_changii_-_Kunming_Botanical_Garden_-_DSC02888.JPG,https://commons.wikimedia.org/wiki/File%3ACamellia%20changii%20-%20Kunming%20Botanical%20Garden%20-%20DSC02888.JPG
Camellia brevistyla,CC0,%E6%B0%8F%E5%AD%90action=editredlink=1,https://upload.wikimedia.org/wikipedia/commons/7/77/%E7%9F%AD%E6%9F%B1%E8%8C%B6%E6%A8%B9%E5%B9%B9%E6%A9%AB%E5%88%87%E9%9D%A2.jpg,https://commons.wikimedia.org/wiki/File%3A%E7%9F%AD%E6%9F%B1%E8%8C%B6%E6%A8%B9%E5%B9%B9%E6%A9%AB%E5%88%87%E9%9D%A2.jpg
Camellia cuspidata,CC-BY-2.5,BotBln,https://upload.wikimedia.org/wikipedia/commons/5/57/Camellia_cuspidata_BotGardBln271207D.jpg,https://commons.wikimedia.org/wiki/File%3ACamellia%20cuspidata%20BotGardBln271207D.jpg
Camellia granthamiana,CC-BY-4.0,Motohiro Sunouchi,https://upload.wikimedia.org/wikipedia/commons/f/f3/Camellia_granthamiana_Sealy_in_J._Roy._Hort._Soc._81-_182_%281956%29_20241003_011449.jpg,https://commons.wikimedia.org/wiki/File%3ACamellia%20granthamiana%20Sealy%20in%20J.%20Roy.%20Hort.%20Soc.%2081-%20182%20%281956%29%2020241003%20011449.jpg
Camellia grijsii,CC0,Daderot,https://upload.wikimedia.org/wikipedia/commons/0/0a/Camellia_grijsii_%27Juhuacha%27_-_Mendocino_Coast_Botanical_Gardens_-_DSC02285.JPG,https://commons.wikimedia.org/wiki/File%3ACamellia%20grijsii%20%27Juhuacha%27%20-%20Mendocino%20Coast%20Botanical%20Gardens%20-%20DSC02285.JPG
